Card,fighter_a,fighter_a_odds,fighter_b,fighter_b_odds
ProElite: Arlovski vs. Lopez Aug 27th 2011,Joe Riggs,n/a,Kendall Grove,n/a
Strikeforce At The Mansion Sep 29th 2007,Joe Riggs,n/a,Eugene Jackson,n/a
Fury Pro Grappling 3 Dec 30th 2021,Joe Solecki,-200,Donald Cerrone,+150
UFC Fight Night: Santos vs. Walker Oct 2nd 2021,Joe Solecki,-140,Jared Gordon,+101
UFC on ESPN 15: Munhoz vs. Edgar Aug 22nd 2020,Joe Solecki,+100,Austin Hubbard,-130
UFC on ESPN 7: Overeem vs. Rozenstruik Dec 7th 2019,Joe Solecki,-400,Matt Wiman,+300
UFC on ABC 2: Vettori vs. Holland Apr 10th 2021,Joe Solecki,-286,Jim Miller,+192
UFC Fight Night 125: Machida vs. Anders Feb 3rd 2018,Joe Soto,+100,Iuri Alcantara,-125
UFC: The Ultimate Fighter 26 Finale Dec 1st 2017,Joe Soto,+145,Brett Johns,-180
UFC Fight Night 106: Belfort vs. Gastelum Mar 11th 2017,Joe Soto,+200,Rani Yahya,-245
UFC Fight Night 98: Dos Anjos vs. Ferguson Nov 5th 2016,Joe Soto,+115,Marco Beltran,-145
UFC Fight Night 89: MacDonald vs. Thompson Jun 18th 2016,Joe Soto,-125,Chris Beal,+105
UFC 195: Lawler vs. Condit Jan 2nd 2016,Joe Soto,+120,Michinori Tanaka,-144
UFC Fight Night 68: Henderson vs. Boetsch Jun 6th 2015,Joe Soto,-205,Anthony Birchak,+170
UFC 177: Dillashaw vs. Soto Aug 30th 2014,Joe Soto,+725,T.J. Dillashaw,-1125
Tachi Palace Fights 10: Let the Chips Fall Aug 5th 2011,Joe Soto,-675,Eddie Yaggin,+450
Bellator Fighting Championships 27 Sep 2nd 2010,Joe Soto,-140,Joe Warren,+120
Bellator Fighting Championships 19 May 20th 2010,Joe Soto,-540,Diego Saraiva,+390
Bellator Fighting Championship 10 Jun 5th 2009,Joe Soto,-290,Yahir Reyes,+230
Bellator Fighting Championship 6 May 8th 2009,Joe Soto,-115,Wilson Reis,-115
Bellator Fighting Championship 1 Apr 3rd 2009,Joe Soto,-160,Ben Greer,+130
Tachi Palace Fights: Most Wanted Oct 8th 2009,Joe Soto,n/a,Mike Christensen,n/a
UFC On Versus 4 Jun 26th 2011,Joe Stevenson,-170,Javier Vazquez,+150
UFC On Versus 3: Sanchez vs. Kampmann Mar 3rd 2011,Joe Stevenson,-130,Danny Castillo,+110
UFC 124: St-Pierre vs. Koscheck II Dec 11th 2010,Joe Stevenson,-240,Mac Danzig,+220
UFC 110: Nogueira vs. Velasquez Feb 21st 2010,Joe Stevenson,-225,George Sotiropoulos,+205
UFC 104: Machida vs Rua Oct 24th 2009,Joe Stevenson,-240,Spencer Fisher,+220
UFC: The Ultimate Fighter 9 Finale Jun 20th 2009,Joe Stevenson,+165,Nate Diaz,-175
UFC 95: Sanchez vs Stevenson Feb 21st 2009,Joe Stevenson,+280,Diego Sanchez,-340
UFC 91: Couture vs Lesnar Nov 15th 2008,Joe Stevenson,+180,Kenny Florian,-220
UFC 86: Jackson vs Griffin Jul 5th 2008,Joe Stevenson,-220,Gleison Tibau,+200
UFC 80: Rapid Fire Jan 19th 2008,Joe Stevenson,+265,B.J. Penn,-325
UFC 74: Respect Aug 25th 2007,Joe Stevenson,-320,Kurt Pellegrino,+260
Bellator 131: Tito vs. Bonnar Nov 15th 2014,Joe Vedepo,+675,Muhammed Lawal,-1000
Bellator 129: Bradley vs. Neer Oct 17th 2014,Joe Vedepo,-175,Davin Clark,+150
Bellator Fighting Championship 104: Hawn vs. Weedman Oct 18th 2013,Joe Vedepo,+185,Kendall Grove,-225
UFC Fight Night 18: Condit vs Kampmann Apr 1st 2009,Joe Vedepo,+200,Rob Kimmons,-240
UFC Fight Night 15: Diaz vs Neer Sep 17th 2008,Joe Vedepo,+100,Alessio Sakara,-120
Bellator 121: Heidlage vs. Lins Jun 6th 2014,Joe Vedepo,n/a,Cortez Coleman,n/a
Bellator Fighting Championship 117: Lima vs. Hawn Apr 18th 2014,Joe Vedepo,n/a,Ben Crowder,n/a
Bellator Fighting Championship 84 Dec 14th 2012,Joe Vedepo,n/a,Louis Taylor,n/a
Bellator Fighting Championship 80 Nov 9th 2012,Joe Vedepo,n/a,Mike Bernhard,n/a
Adrenaline MMA 4 Sep 13th 2009,Joe Vedepo,n/a,Webster Farris,n/a
Bellator 131: Tito vs. Bonnar Nov 15th 2014,Joe Vedepo,+675,Muhammed Lawal,-1000
Bellator 129: Bradley vs. Neer Oct 17th 2014,Joe Vedepo,-175,Davin Clark,+150
Bellator Fighting Championship 104: Hawn vs. Weedman Oct 18th 2013,Joe Vedepo,+185,Kendall Grove,-225
UFC Fight Night 18: Condit vs Kampmann Apr 1st 2009,Joe Vedepo,+200,Rob Kimmons,-240
UFC Fight Night 15: Diaz vs Neer Sep 17th 2008,Joe Vedepo,+100,Alessio Sakara,-120
Bellator 121: Heidlage vs. Lins Jun 6th 2014,Joe Vedepo,n/a,Cortez Coleman,n/a
Bellator Fighting Championship 117: Lima vs. Hawn Apr 18th 2014,Joe Vedepo,n/a,Ben Crowder,n/a
Bellator Fighting Championship 84 Dec 14th 2012,Joe Vedepo,n/a,Louis Taylor,n/a
Bellator Fighting Championship 80 Nov 9th 2012,Joe Vedepo,n/a,Mike Bernhard,n/a
Adrenaline MMA 4 Sep 13th 2009,Joe Vedepo,n/a,Webster Farris,n/a
Bellator 131: Tito vs. Bonnar Nov 15th 2014,Joe Vedepo,+675,Muhammed Lawal,-1000
Bellator 129: Bradley vs. Neer Oct 17th 2014,Joe Vedepo,-175,Davin Clark,+150
Bellator Fighting Championship 104: Hawn vs. Weedman Oct 18th 2013,Joe Vedepo,+185,Kendall Grove,-225
UFC Fight Night 18: Condit vs Kampmann Apr 1st 2009,Joe Vedepo,+200,Rob Kimmons,-240
UFC Fight Night 15: Diaz vs Neer Sep 17th 2008,Joe Vedepo,+100,Alessio Sakara,-120
Bellator 121: Heidlage vs. Lins Jun 6th 2014,Joe Vedepo,n/a,Cortez Coleman,n/a
Bellator Fighting Championship 117: Lima vs. Hawn Apr 18th 2014,Joe Vedepo,n/a,Ben Crowder,n/a
Bellator Fighting Championship 84 Dec 14th 2012,Joe Vedepo,n/a,Louis Taylor,n/a
Bellator Fighting Championship 80 Nov 9th 2012,Joe Vedepo,n/a,Mike Bernhard,n/a
Adrenaline MMA 4 Sep 13th 2009,Joe Vedepo,n/a,Webster Farris,n/a
Bellator 131: Tito vs. Bonnar Nov 15th 2014,Joe Vedepo,+675,Muhammed Lawal,-1000
Bellator 129: Bradley vs. Neer Oct 17th 2014,Joe Vedepo,-175,Davin Clark,+150
Bellator Fighting Championship 104: Hawn vs. Weedman Oct 18th 2013,Joe Vedepo,+185,Kendall Grove,-225
UFC Fight Night 18: Condit vs Kampmann Apr 1st 2009,Joe Vedepo,+200,Rob Kimmons,-240
UFC Fight Night 15: Diaz vs Neer Sep 17th 2008,Joe Vedepo,+100,Alessio Sakara,-120
Bellator 121: Heidlage vs. Lins Jun 6th 2014,Joe Vedepo,n/a,Cortez Coleman,n/a
Bellator Fighting Championship 117: Lima vs. Hawn Apr 18th 2014,Joe Vedepo,n/a,Ben Crowder,n/a
Bellator Fighting Championship 84 Dec 14th 2012,Joe Vedepo,n/a,Louis Taylor,n/a
Bellator Fighting Championship 80 Nov 9th 2012,Joe Vedepo,n/a,Mike Bernhard,n/a
Adrenaline MMA 4 Sep 13th 2009,Joe Vedepo,n/a,Webster Farris,n/a
Bellator 131: Tito vs. Bonnar Nov 15th 2014,Joe Vedepo,+675,Muhammed Lawal,-1000
Bellator 129: Bradley vs. Neer Oct 17th 2014,Joe Vedepo,-175,Davin Clark,+150
Bellator Fighting Championship 104: Hawn vs. Weedman Oct 18th 2013,Joe Vedepo,+185,Kendall Grove,-225
UFC Fight Night 18: Condit vs Kampmann Apr 1st 2009,Joe Vedepo,+200,Rob Kimmons,-240
UFC Fight Night 15: Diaz vs Neer Sep 17th 2008,Joe Vedepo,+100,Alessio Sakara,-120
Bellator 121: Heidlage vs. Lins Jun 6th 2014,Joe Vedepo,n/a,Cortez Coleman,n/a
Bellator Fighting Championship 117: Lima vs. Hawn Apr 18th 2014,Joe Vedepo,n/a,Ben Crowder,n/a
Bellator Fighting Championship 84 Dec 14th 2012,Joe Vedepo,n/a,Louis Taylor,n/a
Bellator Fighting Championship 80 Nov 9th 2012,Joe Vedepo,n/a,Mike Bernhard,n/a
Adrenaline MMA 4 Sep 13th 2009,Joe Vedepo,n/a,Webster Farris,n/a
Bellator 131: Tito vs. Bonnar Nov 15th 2014,Joe Vedepo,+675,Muhammed Lawal,-1000
Bellator 129: Bradley vs. Neer Oct 17th 2014,Joe Vedepo,-175,Davin Clark,+150
Bellator Fighting Championship 104: Hawn vs. Weedman Oct 18th 2013,Joe Vedepo,+185,Kendall Grove,-225
UFC Fight Night 18: Condit vs Kampmann Apr 1st 2009,Joe Vedepo,+200,Rob Kimmons,-240
UFC Fight Night 15: Diaz vs Neer Sep 17th 2008,Joe Vedepo,+100,Alessio Sakara,-120
Bellator 121: Heidlage vs. Lins Jun 6th 2014,Joe Vedepo,n/a,Cortez Coleman,n/a
Bellator Fighting Championship 117: Lima vs. Hawn Apr 18th 2014,Joe Vedepo,n/a,Ben Crowder,n/a
Bellator Fighting Championship 84 Dec 14th 2012,Joe Vedepo,n/a,Louis Taylor,n/a
Bellator Fighting Championship 80 Nov 9th 2012,Joe Vedepo,n/a,Mike Bernhard,n/a
Adrenaline MMA 4 Sep 13th 2009,Joe Vedepo,n/a,Webster Farris,n/a
Bellator 131: Tito vs. Bonnar Nov 15th 2014,Joe Vedepo,+675,Muhammed Lawal,-1000
Bellator 129: Bradley vs. Neer Oct 17th 2014,Joe Vedepo,-175,Davin Clark,+150
Bellator Fighting Championship 104: Hawn vs. Weedman Oct 18th 2013,Joe Vedepo,+185,Kendall Grove,-225
UFC Fight Night 18: Condit vs Kampmann Apr 1st 2009,Joe Vedepo,+200,Rob Kimmons,-240
UFC Fight Night 15: Diaz vs Neer Sep 17th 2008,Joe Vedepo,+100,Alessio Sakara,-120
Bellator 121: Heidlage vs. Lins Jun 6th 2014,Joe Vedepo,n/a,Cortez Coleman,n/a
Bellator Fighting Championship 117: Lima vs. Hawn Apr 18th 2014,Joe Vedepo,n/a,Ben Crowder,n/a
Bellator Fighting Championship 84 Dec 14th 2012,Joe Vedepo,n/a,Louis Taylor,n/a
Bellator Fighting Championship 80 Nov 9th 2012,Joe Vedepo,n/a,Mike Bernhard,n/a
Adrenaline MMA 4 Sep 13th 2009,Joe Vedepo,n/a,Webster Farris,n/a
Bellator 131: Tito vs. Bonnar Nov 15th 2014,Joe Vedepo,+675,Muhammed Lawal,-1000
Bellator 129: Bradley vs. Neer Oct 17th 2014,Joe Vedepo,-175,Davin Clark,+150
Bellator Fighting Championship 104: Hawn vs. Weedman Oct 18th 2013,Joe Vedepo,+185,Kendall Grove,-225
UFC Fight Night 18: Condit vs Kampmann Apr 1st 2009,Joe Vedepo,+200,Rob Kimmons,-240
UFC Fight Night 15: Diaz vs Neer Sep 17th 2008,Joe Vedepo,+100,Alessio Sakara,-120
Bellator 121: Heidlage vs. Lins Jun 6th 2014,Joe Vedepo,n/a,Cortez Coleman,n/a
Bellator Fighting Championship 117: Lima vs. Hawn Apr 18th 2014,Joe Vedepo,n/a,Ben Crowder,n/a
Bellator Fighting Championship 84 Dec 14th 2012,Joe Vedepo,n/a,Louis Taylor,n/a
Bellator Fighting Championship 80 Nov 9th 2012,Joe Vedepo,n/a,Mike Bernhard,n/a
Adrenaline MMA 4 Sep 13th 2009,Joe Vedepo,n/a,Webster Farris,n/a
Bellator 131: Tito vs. Bonnar Nov 15th 2014,Joe Vedepo,+675,Muhammed Lawal,-1000
Bellator 129: Bradley vs. Neer Oct 17th 2014,Joe Vedepo,-175,Davin Clark,+150
Bellator Fighting Championship 104: Hawn vs. Weedman Oct 18th 2013,Joe Vedepo,+185,Kendall Grove,-225
UFC Fight Night 18: Condit vs Kampmann Apr 1st 2009,Joe Vedepo,+200,Rob Kimmons,-240
UFC Fight Night 15: Diaz vs Neer Sep 17th 2008,Joe Vedepo,+100,Alessio Sakara,-120
Bellator 121: Heidlage vs. Lins Jun 6th 2014,Joe Vedepo,n/a,Cortez Coleman,n/a
Bellator Fighting Championship 117: Lima vs. Hawn Apr 18th 2014,Joe Vedepo,n/a,Ben Crowder,n/a
Bellator Fighting Championship 84 Dec 14th 2012,Joe Vedepo,n/a,Louis Taylor,n/a
Bellator Fighting Championship 80 Nov 9th 2012,Joe Vedepo,n/a,Mike Bernhard,n/a
Adrenaline MMA 4 Sep 13th 2009,Joe Vedepo,n/a,Webster Farris,n/a
Bellator 131: Tito vs. Bonnar Nov 15th 2014,Joe Vedepo,+675,Muhammed Lawal,-1000
Bellator 129: Bradley vs. Neer Oct 17th 2014,Joe Vedepo,-175,Davin Clark,+150
Bellator Fighting Championship 104: Hawn vs. Weedman Oct 18th 2013,Joe Vedepo,+185,Kendall Grove,-225
UFC Fight Night 18: Condit vs Kampmann Apr 1st 2009,Joe Vedepo,+200,Rob Kimmons,-240
UFC Fight Night 15: Diaz vs Neer Sep 17th 2008,Joe Vedepo,+100,Alessio Sakara,-120
Bellator 121: Heidlage vs. Lins Jun 6th 2014,Joe Vedepo,n/a,Cortez Coleman,n/a
Bellator Fighting Championship 117: Lima vs. Hawn Apr 18th 2014,Joe Vedepo,n/a,Ben Crowder,n/a
Bellator Fighting Championship 84 Dec 14th 2012,Joe Vedepo,n/a,Louis Taylor,n/a
Bellator Fighting Championship 80 Nov 9th 2012,Joe Vedepo,n/a,Mike Bernhard,n/a
Adrenaline MMA 4 Sep 13th 2009,Joe Vedepo,n/a,Webster Farris,n/a
UFC Fight Night 12: Swick vs Burkman Jan 23rd 2008,Joe Veres,+140,Corey Hill,-160
UFC Fight Night 11: Thomas vs Florian Sep 19th 2007,Joe Veres,+240,Gray Maynard,-280
UFC Fight Night 12: Swick vs Burkman Jan 23rd 2008,Joe Veres,+140,Corey Hill,-160
UFC Fight Night 11: Thomas vs Florian Sep 19th 2007,Joe Veres,+240,Gray Maynard,-280
Future Events,Joel Alvarez,+195,Arman Tsarukyan,-350
UFC Fight Night: Holloway vs. Rodriguez Nov 13th 2021,Joel Alvarez,+195,Thiago Moises,-290
UFC 254: Khabib vs. Gaethje Oct 24th 2020,Joel Alvarez,-185,Alexander Yakovlev,+150
UFC on ESPN+ 30: Figueiredo vs. Benavidez 2 Jul 18th 2020,Joel Alvarez,+205,Joe Duffy,-278
UFC on ESPN+ 11: Gustafsson vs. Smith Jun 1st 2019,Joel Alvarez,-117,Danilo Belluardo,-115
UFC on ESPN+ 3: Blachowicz vs. Santos Feb 23rd 2019,Joel Alvarez,+250,Damir Ismagulov,-333
Bellator 168: Sakara vs. Beltran Dec 10th 2016,Joey Beltran,+125,Alessio Sakara,-160
Bellator 155: Carvalho vs. Manhoef May 20th 2016,Joey Beltran,+132,Chase Gormley,-190
Bellator 143: Davis vs. Warren Sep 25th 2015,Joey Beltran,+110,Kendall Grove,-175
Bellator 136: Brooks vs. Jansen Apr 10th 2015,Joey Beltran,-140,Brian Rogers,-115
Bellator 124: Newton vs. Beltran Sep 12th 2014,Joey Beltran,+475,Emanuel Newton,-858
Bellator Fighting Championship 116: Johnson vs. Ivanov Apr 11th 2014,Joey Beltran,+110,Vladimir Matyushenko,-225
Bellator Fighting Championship 108: Rampage vs. Beltran Nov 15th 2013,Joey Beltran,+175,Quinton Jackson,-263
UFC Fight Night 29: Maia vs. Shields Oct 9th 2013,Joey Beltran,+135,Fabio Maldonado,-196
UFC on FX 6: Sotiropoulos vs. Pearson Dec 14th 2012,Joey Beltran,+210,Igor Pokrajac,-450
UFC on FUEL TV 4: Munoz vs. Weidman Jul 11th 2012,Joey Beltran,+300,James Te Huna,-525
UFC on FOX 2 Jan 28th 2012,Joey Beltran,-233,Lavar Johnson,+158
UFC 136: Edgar vs. Maynard 3 Oct 8th 2011,Joey Beltran,+185,Stipe Miocic,-300
UFC 131: Carwin vs. Dos Santos Jun 11th 2011,Joey Beltran,+110,Aaron Rosa,-182
UFC Fight Night 23: Fight For The Troops II Jan 22nd 2011,Joey Beltran,+140,Pat Barry,-250
UFC 119: Mir vs. Cro Cop Sep 25th 2010,Joey Beltran,+125,Matt Mitrione,-208
UFC 113: Machida vs. Shogun II May 8th 2010,Joey Beltran,+160,Tim Hague,-260
UFC 109: Relentless Feb 6th 2010,Joey Beltran,+500,Rolles Gracie,-1500
Bellator Fighting Championship 5 May 1st 2009,Joey Beltran,-205,Sherman Pendergarst,+160
UFC 153: Silva vs. Bonnar Oct 13th 2012,Joey Gambino,+210,Diego Brandao,-250
UFC on FX 4: Guida vs. Maynard Jun 22nd 2012,Joey Gambino,-120,Steven Siler,+110
CES 66 Mar 4th 2022,Joey Gomez,-210,Vladimir Kazbekov,+125
Dana White's Contender Series 12 Jul 10th 2018,Joey Gomez,+305,Kevin Aguilar,-370
UFC Fight Night 94: Johnson vs. Poirier Sep 17th 2016,Joey Gomez,-145,Jose Quinonez,+124
UFC Fight Night 81: Dillashaw vs. Cruz Jan 17th 2016,Joey Gomez,+175,Rob Font,-220
UFC on FOX 8: Johnson vs. Moraga Jul 27th 2013,John Albert,-225,Yaotzin Meza,+185
UFC on FOX 5: Henderson vs. Diaz Dec 8th 2012,John Albert,+240,Scott Jorgensen,-290
UFC: The Ultimate Fighter 15 Finale Jun 1st 2012,John Albert,-210,Erik Perez,+170
UFC on FUEL TV 1: Ellenberger vs. Sanchez Feb 15th 2012,John Albert,+220,Ivan Menjivar,-240
UFC: The Ultimate Fighter 14 Finale Dec 3rd 2011,John Albert,+205,Dustin Pague,-225
Bellator 139: Kongo vs. Volkov Jun 26th 2015,John Alessio,+200,David Rickels,-240
Bellator 119: Weichel vs. Green May 9th 2014,John Alessio,-230,Eric Wisely,+195
Bellator Fighting Championship 101: Warren vs. Kirk Sep 27th 2013,John Alessio,+240,Will Brooks,-310
UFC 148: Silva vs. Sonnen 2 Jul 7th 2012,John Alessio,+140,Shane Roller,-160
UFC 145: Jones vs. Evans Apr 21st 2012,John Alessio,+260,Mark Bocek,-290
Score Fighting Series 4 Mar 16th 2012,John Alessio,-245,Ryan Healy,+175
MFC 22: Payoff Oct 2nd 2009,John Alessio,+120,Luigi Fioravanti,-150
MFC 21: Hard Knocks May 15th 2009,John Alessio,-550,Andrew Buckland,+400
DREAM 8 Apr 5th 2009,John Alessio,+120,Andre Galvao,-150
MFC 19: Long Time Coming Dec 5th 2008,John Alessio,-200,Paul Daley,+163
WEC 33 Mar 26th 2008,John Alessio,+225,Brock Larson,-265
WEC 31: Faber vs Curran Dec 12th 2007,John Alessio,-370,Todd Moore,+280
Superior Cage Combat 3 Nov 4th 2011,John Alessio,n/a,Luiz Firmino,n/a
Superior Cage Combat 2 Aug 20th 2011,John Alessio,n/a,Waachim Spiritwolf,n/a
Tachi Palace Fights 7: Deck the Halls Dec 2nd 2010,John Alessio,n/a,Phil Collins,n/a
Tachi Palace Fights 5 Jul 9th 2010,John Alessio,n/a,War Machine,n/a
Superfights MMA: Night Of Combat 2 Oct 11th 2008,John Alessio,n/a,Gideon Ray,n/a
Superfights MMA: Night Of Combat 1 Jun 20th 2008,John Alessio,n/a,Pete Spratt,n/a
WEC 30 Sep 5th 2007,John Alessio,n/a,Marcelo Brito,n/a
UFC 268: Usman vs. Covington 2 Nov 6th 2021,John Allan,+290,Dustin Jacoby,-400
UFC on ESPN 19: Hermansson vs. Vettori Dec 5th 2020,John Allan,+160,Roman Dolidze,-200
UFC on ESPN+ 13: De Randamie vs. Ladd Jul 13th 2019,John Allan,+340,Mike Rodriguez,-455
Dana White's Contender Series Brazil 3 Sep 7th 2018,John Allan,n/a,Vinicius Moreira,n/a
UFC Fight Night 202 Feb 5th 2022,John Castaneda,+145,Miles Johns,-250
UFC Fight Night 185: Blaydes vs. Lewis Feb 20th 2021,John Castaneda,-135,Eddie Wineland,+100
UFC on ESPN 14: Whittaker vs. Till Jul 25th 2020,John Castaneda,+340,Nathaniel Wood,-455
Combate Americas: Copa Combate Nov 11th 2017,John Castaneda,-415,Kevin Morerya,+295
Dana White's Contender Series 4 Aug 1st 2017,John Castaneda,-145,Cheyden Leialoha,+120
UFC on FX 8: Belfort vs. Rockhold May 18th 2013,John Cholish,+210,Gleison Tibau,-255
UFC on FOX 3: Diaz vs. Miller May 5th 2012,John Cholish,-150,Danny Castillo,+130
UFC 140: Jones vs. Machida Dec 10th 2011,John Cholish,-345,Mitch Clarke,+315
Strikeforce: Fedor vs. Silva Feb 12th 2011,John Cholish,-175,Marc Stevens,+155
UFC: The Ultimate Fighter 16 Finale Dec 15th 2012,John Cofer,-110,Mike Rio,-110
UFC: The Ultimate Fighter 15 Finale Jun 1st 2012,John Cofer,+290,Justin Lawrence,-350
UFC: The Ultimate Fighter 15 Episode 7 Apr 20th 2012,John Cofer,+135,Vinc Pichel,-145
XFC 24: Collision Course Jun 14th 2013,John Cofer,n/a,Chad Livingston,n/a
XMMA 3 Oct 23rd 2021,John Dodson,-275,Cody Gibson,+190
UFC 252: Miocic vs. Cormier 3 Aug 15th 2020,John Dodson,+225,Merab Dvalishvili,-280
UFC on ESPN+ 25: Anderson vs. Blachowicz 2 Feb 15th 2020,John Dodson,+125,Nathaniel Wood,-160
UFC on ESPN+ 3: Blachowicz vs. Santos Feb 23rd 2019,John Dodson,+220,Petr Yan,-333
UFC 228: Woodley vs. Till Sep 8th 2018,John Dodson,+128,Jimmie Rivera,-150
UFC 222: Cyborg vs. Kunitskaya Mar 3rd 2018,John Dodson,-163,Pedro Munhoz,+140
UFC Fight Night 120: Poirier vs. Pettis Nov 11th 2017,John Dodson,-125,Marlon Moraes,+104
UFC Fight Night 108: Swanson vs. Lobov Apr 22nd 2017,John Dodson,-450,Eddie Wineland,+325
UFC Fight Night 96: Lineker vs. Dodson Oct 1st 2016,John Dodson,-128,John Lineker,+105
UFC on FOX 19: Evans vs. Teixeira Apr 16th 2016,John Dodson,-500,Manny Gamburyan,+385
UFC 191: Johnson vs. Dodson II Sep 5th 2015,John Dodson,+430,Demetrious Johnson,-560
UFC 187: Johnson vs. Cormier May 23rd 2015,John Dodson,-800,Zach Makovsky,+525
UFC Fight Night 42: Henderson vs. Khabilov Jun 7th 2014,John Dodson,-570,John Moraga,+440
UFC 166: Velasquez vs. Dos Santos III Oct 19th 2013,John Dodson,-425,Darrell Montague,+325
UFC on FOX 6: Johnson vs. Dodson Jan 26th 2013,John Dodson,+200,Demetrious Johnson,-245
UFC on FX 5: Browne vs. Bigfoot Oct 5th 2012,John Dodson,-270,Jussier da Silva,+230
UFC on FOX 3: Diaz vs. Miller May 5th 2012,John Dodson,-510,Tim Elliott,+405
UFC: The Ultimate Fighter 14 Finale Dec 3rd 2011,John Dodson,+195,T.J. Dillashaw,-215
Tachi Palace Fights 9 May 6th 2011,John Dodson,n/a,Mamoru Yamaguchi,n/a
Nemesis Fighting: MMA Global Invasion Dec 13th 2010,John Dodson,n/a,John Moraga,n/a
World Series of Fighting 9: Carl vs. Palhares Mar 29th 2014,John Gunderson,+140,Chris Gruetzemacher,-170
World Series of Fighting 3: Fitch vs. Burkman Jun 14th 2013,John Gunderson,-135,Dan Lauzon,-105
Tachi Palace Fights 8: All Or Nothing Feb 18th 2011,John Gunderson,-325,Dominique Robinson,+250
UFC Fight Night 22: Marquardt vs. Palhares Sep 15th 2010,John Gunderson,-125,Yves Edwards,+105
UFC: The Ultimate Fighter 11 Finale Jun 19th 2010,John Gunderson,-200,Mark Holst,+170
UFC 108: Evans vs Silva Jan 2nd 2010,John Gunderson,+158,Rafaello Oliveira,-190
IFL: Las Vegas Feb 29th 2008,John Gunderson,+100,Ryan Schultz,-120
IFL: Grand Prix Semifinals Nov 3rd 2007,John Gunderson,-130,Wagnney Fabiano,+110
ShoFIGHT 20 Jun 16th 2012,John Gunderson,n/a,Karo Parisyan,n/a
Superior Cage Combat 4: Grove vs. Silva Feb 16th 2012,John Gunderson,n/a,Justin Buchholz,n/a
Superior Cage Combat 2 Aug 20th 2011,John Gunderson,n/a,James Birdsley,n/a
Superior Cage Combat 1 May 21st 2011,John Gunderson,n/a,Eric Wisely,n/a
PFC 13: Validation May 8th 2009,John Gunderson,n/a,Bryan Travers,n/a
PFC 12: High Stakes Jan 22nd 2009,John Gunderson,n/a,Alexander Crispim,n/a
UFC Fight Night 139: Korean Zombie vs. Rodriguez Nov 10th 2018,John Gunther,+500,Davi Ramos,-1310
UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya Jul 6th 2018,John Gunther,-161,Allan Zuniga,-104
UFC 82: Pride Of A Champion Mar 1st 2008,John Halverson,+140,Jorge Gurgel,-160
Superfights MMA: Night Of Combat 2 Oct 11th 2008,John Halverson,n/a,Johnathan Mix,n/a
UFC: The Ultimate Fighter China Finale Mar 1st 2014,John Hathaway,+260,Dong Hyun Kim,-310
UFC on FUEL TV 5: Struve vs. Miocic Sep 29th 2012,John Hathaway,-265,John Maguire,+225
UFC on FOX 3: Diaz vs. Miller May 5th 2012,John Hathaway,-190,Pascal Krauss,+165
UFC Fight Night 24: Nogueira vs. Davis Mar 26th 2011,John Hathaway,-390,Kris McCray,+320
UFC 120: Bisping vs. Akiyama Oct 16th 2010,John Hathaway,-475,Mike Pyle,+420
UFC 114: Jackson vs. Evans May 29th 2010,John Hathaway,+195,Diego Sanchez,-215
UFC 105: Couture vs Vera Nov 14th 2009,John Hathaway,-270,Paul Taylor,+210
UFC 99: The Comeback Jun 13th 2009,John Hathaway,-155,Rick Story,+135
UFC 93: Franklin vs Henderson Jan 17th 2009,John Hathaway,-240,Thomas Egan,+200
EFC 44 Jan 28th 2022,John Howard,+350,Ramazan Kuramagomedov,-600
EFC 44 Jan 15th 2022,John Howard,+300,Ramazan Kuramagomedov,-400
XMMA 3 Oct 23rd 2021,John Howard,+110,Tyler Ray,-163
CES MMA 63 Aug 6th 2021,John Howard,-1000,Ozzie Alvarez,+350
"PFL 2019, Playoffs 1 Oct 11th 2019",John Howard,-120,David Michaud,-120
"PFL 2019, Week 4 Jul 11th 2019",John Howard,+450,Ray Cooper III,-725
PFL 2019: Week 1 May 9th 2019,John Howard,+600,Magomed Magomedkerimov,-1600
PFL 10: Playoffs Oct 20th 2018,John Howard,-225,Eddie Gordon,+165
PFL 6: Cooper vs. Kusch Aug 16th 2018,John Howard,+100,Bruno Santos,-140
PFL 3: Shields vs. Cooper Jul 5th 2018,John Howard,+165,Gasan Umalatov,-200
CES MMA 46: Howard vs. Carroll Oct 27th 2017,John Howard,-900,Roger Carroll,+500
WSOF 33 Oct 7th 2016,John Howard,+330,Abubakar Nurmagomedov,-420
WSOF 31: Ivanov vs. Copeland Jun 17th 2016,John Howard,-550,Michael Arrant,+410
UFC Fight Night 80: VanZant vs. Namajunas Dec 10th 2015,John Howard,+310,Tim Means,-410
UFC 189: Mendes vs. McGregor Jul 11th 2015,John Howard,+110,Cathal Pendred,-135
UFC Fight Night 59: McGregor vs. Siver Jan 18th 2015,John Howard,+155,Lorenz Larkin,-180
UFC 178: Johnson vs. Cariaso Sep 27th 2014,John Howard,-260,Brian Ebersole,+220
UFC Fight Night 39: Minotauro vs. Nelson Apr 11th 2014,John Howard,+330,Ryan Laflare,-410
UFC 168: Weidman vs. Silva II Dec 28th 2013,John Howard,+125,Siyar Bahadurzada,-155
UFC Fight Night 26: Shogun vs. Sonnen Aug 17th 2013,John Howard,+360,Uriah Hall,-475
UFC On Versus 4 Jun 26th 2011,John Howard,-255,Matt Brown,+235
